queue_id,service_id,called,letter,position,created_date,created_time,updated_date,updated_time
1727,3,1,T,0,2024-02-07,12:53:51,2024-02-07,14:27:43
1728,3,1,T,0,2024-02-07,12:54:18,2024-02-07,14:46:34
1729,1,1,W,0,2024-02-07,12:54:59,2024-02-07,14:27:20
1730,3,1,T,0,2024-02-07,12:57:46,2024-02-07,15:31:48
1731,2,1,NR,0,2024-02-07,12:59:37,2024-02-07,15:16:20
1732,1,1,W,0,2024-02-07,13:01:43,2024-02-07,14:32:11
1733,1,1,W,0,2024-02-07,13:03:18,2024-02-07,14:38:50
1734,3,1,T,0,2024-02-07,13:03:24,2024-02-07,15:44:40
1735,1,1,W,0,2024-02-07,13:04:28,2024-02-07,15:03:05
1736,2,1,NR,0,2024-02-07,13:04:46,2024-02-07,15:18:02
1737,2,1,NR,0,2024-02-07,13:05:59,2024-02-07,15:19:06
1738,2,1,NR,0,2024-02-07,13:06:14,2024-02-07,15:21:41
1739,2,1,NR,0,2024-02-07,13:06:41,2024-02-07,15:23:08
1740,2,1,NR,0,2024-02-07,13:07:20,2024-02-07,15:33:37
1741,2,1,NR,0,2024-02-07,13:07:51,2024-02-07,15:34:38
1742,2,1,NR,0,2024-02-07,13:08:34,2024-02-07,15:48:30
1743,1,1,W,0,2024-02-07,13:09:13,2024-02-07,15:40:56
1744,2,1,NR,0,2024-02-07,13:09:26,2024-02-07,16:11:35
1745,2,1,NR,0,2024-02-07,13:12:42,2024-02-07,16:13:20
1746,2,1,NR,0,2024-02-07,13:20:19,2024-02-07,16:26:39
1747,1,1,W,0,2024-02-07,13:20:33,2024-02-07,15:41:21
1748,1,1,W,0,2024-02-07,13:26:29,2024-02-07,15:50:09
1749,1,1,W,0,2024-02-07,13:27:11,2024-02-07,15:57:41
1750,1,1,W,0,2024-02-07,13:28:35,2024-02-07,15:58:33
1751,2,1,NR,0,2024-02-07,13:30:46,2024-02-07,16:45:18
1752,2,1,NR,0,2024-02-07,13:32:04,2024-02-07,16:45:30
1753,2,1,NR,0,2024-02-07,13:41:17,2024-02-07,16:51:21
1754,2,1,NR,0,2024-02-07,13:41:36,2024-02-07,16:51:48
1755,2,1,NR,0,2024-02-07,13:42:56,2024-02-07,16:52:50
1756,1,1,W,0,2024-02-07,13:43:31,2024-02-07,15:58:52
1757,3,1,T,0,2024-02-07,13:45:46,2024-02-07,15:45:10
1758,3,1,T,0,2024-02-07,13:46:23,2024-02-07,15:45:58
1759,1,1,W,0,2024-02-07,13:46:34,2024-02-07,15:59:16
1760,2,1,NR,0,2024-02-07,13:47:09,2024-02-07,17:01:23
1761,2,1,NR,0,2024-02-07,13:48:30,2024-02-07,17:02:37
1762,2,1,NR,0,2024-02-07,13:52:33,2024-02-07,17:03:20
1763,2,1,NR,0,2024-02-07,13:52:43,2024-02-07,17:09:01
1764,2,1,NR,0,2024-02-07,13:58:05,2024-02-07,17:09:19
1765,1,1,W,0,2024-02-07,13:58:47,2024-02-07,15:59:36
1766,3,1,T,0,2024-02-07,13:59:50,2024-02-07,15:46:10
1767,1,1,W,0,2024-02-07,14:00:35,2024-02-07,15:59:40
